20120525,1800,-999,16,31.1N,75.1W,35,1006,80,120,0,0,0,0,0,0,0,0,0,0,-999
20120526,0000,-999,15,32.3N,75.0W,40,1001,100,100,0,100,0,0,0,0,0,0,0,0,-999
20120526,0600,-999,15,32.4N,75.3W,40,1001,100,60,40,100,0,0,0,0,0,0,0,0,-999
20120526,1200,-999,15,32.0N,75.9W,40,1000,100,60,40,100,0,0,0,0,0,0,0,0,-999
20120526,1800,-999,15,31.5N,76.2W,40,999,100,60,60,100,0,0,0,0,0,0,0,0,-999
20120527,0000,-999,15,31.1N,77.0W,45,998,80,50,50,80,0,0,0,0,0,0,0,0,-999
20120527,0600,-999,15,30.7N,78.0W,45,998,80,50,50,80,0,0,0,0,0,0,0,0,-999
20120527,1200,-999,15,30.3N,78.9W,50,998,80,80,60,80,50,0,0,0,0,0,0,0,-999
20120527,1800,-999,11,30.1N,79.8W,55,997,100,100,60,80,50,0,0,0,0,0,0,0,-999
20120527,2300,4,11,30.1N,80.5W,60,992,100,100,60,80,50,0,30,30,0,0,0,0,-999
20120528,0000,-999,11,30.1N,80.7W,60,993,100,100,40,80,40,0,30,30,0,0,0,0,-999
20120528,0410,1,11,30.2N,81.4W,55,994,100,100,20,80,40,0,0,30,0,0,0,0,-999
20120528,0600,-999,11,30.2N,81.7W,50,996,120,70,0,40,40,0,0,0,0,0,0,0,-999
20120528,1200,-999,10,30.4N,82.5W,30,1000,0,0,0,0,0,0,0,0,0,0,0,0,-999
20120528,1800,-999,10,30.5N,83.0W,30,1003,0,0,0,0,0,0,0,0,0,0,0,0,-999
20120529,0000,-999,10,30.6N,83.2W,25,1005,0,0,0,0,0,0,0,0,0,0,0,0,-999
20120529,0600,-999,10,30.8N,83.4W,25,1005,0,0,0,0,0,0,0,0,0,0,0,0,-999
20120529,1200,-999,10,31.3N,83.0W,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,-999
20120529,1800,-999,10,31.7N,82.7W,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,-999
20120530,0000,-999,10,32.0N,81.8W,25,1004,0,0,0,0,0,0,0,0,0,0,0,0,-999
20120530,0600,-999,11,32.6N,80.6W,35,1002,0,100,0,0,0,0,0,0,0,0,0,0,-999
20120530,1200,-999,11,33.7N,78.9W,40,1000,0,100,0,0,0,0,0,0,0,0,0,0,-999
20120530,1800,-999,16,34.5N,77.1W,40,997,0,100,0,0,0,0,0,0,0,0,0,0,-999
20120531,0000,-999,16,35.4N,75.1W,45,994,0,130,100,50,0,0,0,0,0,0,0,0,-999
20120531,0600,-999,16,36.3N,72.9W,40,996,0,130,100,50,0,0,0,0,0,0,0,0,-999
20120531,1200,-999,16,37.1N,70.4W,35,998,0,130,100,0,0,0,0,0,0,0,0,0,-999
20120531,1800,-999,16,37.8N,67.6W,35,1000,0,130,100,0,0,0,0,0,0,0,0,0,-999
20120601,0000,-999,13,38.7N,65.0W,35,1001,0,130,100,0,0,0,0,0,0,0,0,0,-999
20120601,0600,-999,13,39.4N,62.4W,35,1002,0,130,100,0,0,0,0,0,0,0,0,0,-999
20120601,1200,-999,13,39.4N,59.8W,35,1001,0,130,100,0,0,0,0,0,0,0,0,0,-999
20120601,1800,-999,13,38.5N,57.5W,35,1000,0,0,0,90,0,0,0,0,0,0,0,0,-999
20120602,0000,-999,13,38.1N,53.2W,35,1000,0,0,0,90,0,0,0,0,0,0,0,0,-999
-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
